num_Oden;IdProducto;IdCliente;Cantidad;Porcentaje_Descuento;Fecha Orden;Fecha Entrega Acordada;Fecha Entrega
OPT024799-22022;536;13144;3;8;12/2/2022;17/2/2022;21/2/2022
OPT024800-22022;528;18506;42;1;3/2/2022;11/2/2022;11/2/2022
OPT024801-12022;479;20222;25;8;17/1/2022;21/1/2022;28/1/2022
OPT024802-102021;529;26784;48;8;28/10/2021;7/11/2021;8/11/2021
OPT024803-92020;379;21389;57;6;16/9/2020;17/9/2020;26/9/2020
OPT024804-112020;369;16465;33;8;2/11/2020;5/11/2020;9/11/2020
OPT024805-42022;384;20685;23;6;8/4/2022;14/4/2022;14/4/2022
OPT024806-82022;490;11715;39;4;10/8/2022;12/8/2022;19/8/2022
OPT024807-122021;479;12631;49;1;25/12/2021;26/12/2021;4/1/2022
OPT024808-82022;225;18107;2;5;14/8/2022;25/8/2022;25/8/2022
OPT024809-12022;537;11926;29;5;28/1/2022;31/1/2022;6/2/2022
OPT024810-112021;225;20162;56;8;20/11/2021;26/11/2021;27/11/2021
OPT024811-42022;541;26405;8;2;23/4/2022;27/4/2022;29/4/2022
OPT024812-72022;363;18481;23;0;15/7/2022;17/7/2022;22/7/2022
OPT024813-62022;540;24638;10;0;15/6/2022;21/6/2022;23/6/2022
OPT024814-62022;214;23584;62;6;16/6/2022;21/6/2022;24/6/2022
OPT024815-82020;370;12935;34;5;30/8/2020;1/9/2020;4/9/2020
OPT024816-32022;529;22753;21;8;10/3/2022;11/3/2022;21/3/2022
OPT024817-122021;584;22174;54;0;10/12/2021;17/12/2021;17/12/2021
OPT024818-122021;537;11701;18;7;14/12/2021;21/12/2021;21/12/2021
OPT024819-112021;529;11221;38;5;17/11/2021;21/11/2021;27/11/2021
OPT024820-12022;481;18678;45;0;25/1/2022;26/1/2022;30/1/2022
OPT024821-12022;225;14242;3;8;13/1/2022;18/1/2022;18/1/2022
OPT024822-102021;541;14790;54;2;16/10/2021;20/10/2021;23/10/2021
OPT024823-112021;538;26757;59;3;1/11/2021;9/11/2021;10/11/2021
OPT024824-22022;584;22250;19;7;6/2/2022;11/2/2022;12/2/2022
OPT024825-22022;485;14396;51;0;26/2/2022;27/2/2022;5/3/2022
OPT024826-92022;536;22263;1;5;2/9/2022;6/9/2022;8/9/2022
OPT024827-12022;225;22539;63;3;5/1/2022;6/1/2022;10/1/2022
OPT024828-12022;477;13675;8;3;26/1/2022;5/2/2022;6/2/2022
OPT024829-72022;538;29429;10;6;23/7/2022;29/7/2022;31/7/2022
OPT024830-12022;538;11239;53;4;7/1/2022;8/1/2022;12/1/2022
OPT024831-122021;231;12376;42;3;20/12/2021;23/12/2021;27/12/2021
OPT024832-62022;539;14884;29;1;11/6/2022;21/6/2022;21/6/2022
OPT024833-12022;529;14661;10;5;15/1/2022;16/1/2022;20/1/2022
OPT024834-22022;217;16082;42;6;6/2/2022;8/2/2022;17/2/2022
OPT024835-42022;538;27684;25;1;14/4/2022;24/4/2022;24/4/2022
OPT024836-112021;576;24807;34;1;22/11/2021;24/11/2021;1/12/2021
OPT024837-82022;538;11556;31;5;1/8/2022;4/8/2022;6/8/2022
OPT024838-72022;479;22194;44;7;7/7/2022;11/7/2022;17/7/2022
OPT024839-62022;214;17013;56;5;29/6/2022;30/6/2022;4/7/2022
OPT024840-122021;490;11725;44;7;12/12/2021;16/12/2021;18/12/2021
OPT024841-12023;310;28821;17;5;20/1/2023;23/1/2023;31/1/2023
OPT024842-62022;562;14597;33;7;1/6/2022;11/6/2022;11/6/2022
OPT024843-72022;535;14034;36;8;20/7/2022;23/7/2022;27/7/2022
OPT024844-32022;357;12383;23;6;20/3/2022;21/3/2022;28/3/2022
OPT024845-112021;477;12162;47;5;4/11/2021;11/11/2021;11/11/2021
OPT024846-22022;488;14699;44;6;15/2/2022;16/2/2022;26/2/2022
OPT024847-82022;535;13963;5;7;24/8/2022;28/8/2022;1/9/2022
OPT024848-72022;225;17332;20;2;23/7/2022;3/8/2022;3/8/2022
OPT024849-52022;475;13954;28;2;15/5/2022;19/5/2022;25/5/2022
OPT024850-62022;225;15312;11;4;11/6/2022;12/6/2022;21/6/2022
OPT024851-52022;486;23671;18;0;7/5/2022;10/5/2022;17/5/2022
OPT024852-22022;355;13947;11;2;5/2/2022;7/2/2022;14/2/2022
OPT024853-52022;480;16056;2;3;6/5/2022;15/5/2022;16/5/2022
OPT024854-82022;390;22238;60;4;7/8/2022;12/8/2022;17/8/2022
OPT024855-92021;594;15558;58;4;16/9/2021;23/9/2021;23/9/2021
OPT024856-52022;606;23167;14;6;3/5/2022;6/5/2022;8/5/2022
OPT024857-72022;536;22617;38;2;27/7/2022;2/8/2022;3/8/2022
OPT024858-122021;214;16032;6;2;3/12/2021;5/12/2021;10/12/2021
OPT024859-82022;480;17938;20;0;15/8/2022;23/8/2022;26/8/2022
OPT024860-42022;528;23553;9;4;7/4/2022;9/4/2022;16/4/2022
OPT024861-122021;480;11258;35;1;31/12/2021;2/1/2022;9/1/2022
OPT024862-22022;536;20135;15;0;10/2/2022;14/2/2022;19/2/2022
OPT024863-72022;479;18168;41;8;29/7/2022;1/8/2022;7/8/2022
OPT024864-52022;228;17965;17;1;16/5/2022;22/5/2022;26/5/2022
OPT024865-62021;387;19912;37;7;29/6/2021;6/7/2021;8/7/2021
OPT024866-112021;540;13762;44;5;6/11/2021;11/11/2021;17/11/2021
OPT024867-22022;214;14278;10;6;28/2/2022;1/3/2022;6/3/2022
OPT024868-92020;375;13248;52;1;10/9/2020;21/9/2020;21/9/2020
OPT024869-42022;357;16262;9;3;19/4/2022;22/4/2022;27/4/2022
OPT024870-102021;529;11738;40;1;2/10/2021;4/10/2021;8/10/2021
OPT024871-42022;528;20252;13;6;12/4/2022;18/4/2022;22/4/2022
OPT024872-22022;225;13122;39;3;11/2/2022;15/2/2022;16/2/2022
OPT024873-52022;380;21897;21;1;15/5/2022;22/5/2022;23/5/2022
OPT024874-12022;528;20583;46;4;18/1/2022;28/1/2022;29/1/2022
OPT024875-102021;225;17302;30;6;1/10/2021;6/10/2021;12/10/2021
OPT024876-122021;214;25050;54;1;12/12/2021;14/12/2021;17/12/2021
OPT024877-62022;528;18352;44;6;20/6/2022;28/6/2022;1/7/2022
OPT024878-72022;225;15664;14;1;3/7/2022;9/7/2022;10/7/2022
OPT024879-52020;314;15614;49;4;24/5/2020;30/5/2020;1/6/2020
OPT024880-102021;477;14502;50;6;28/10/2021;3/11/2021;8/11/2021
OPT024881-42022;529;25369;47;8;17/4/2022;21/4/2022;22/4/2022
OPT024882-22022;491;29327;14;2;18/2/2022;28/2/2022;28/2/2022
OPT024883-62022;374;20921;35;3;8/6/2022;13/6/2022;13/6/2022
OPT024884-22022;540;18305;19;8;18/2/2022;25/2/2022;26/2/2022
OPT024885-62022;355;17580;59;2;28/6/2022;4/7/2022;9/7/2022
OPT024886-62022;480;21704;25;2;23/6/2022;25/6/2022;28/6/2022
OPT024887-52022;214;13815;53;3;9/5/2022;11/5/2022;20/5/2022
OPT024888-22022;537;13756;54;3;1/2/2022;6/2/2022;9/2/2022
OPT024889-102021;479;28115;42;3;19/10/2021;25/10/2021;28/10/2021
OPT024890-82021;604;18903;35;4;23/8/2021;1/9/2021;1/9/2021
OPT024891-42022;530;26491;42;1;3/4/2022;7/4/2022;11/4/2022
OPT024892-22022;217;12269;62;2;6/2/2022;7/2/2022;11/2/2022
OPT024893-92021;463;14567;29;3;9/9/2021;13/9/2021;19/9/2021
OPT024894-62022;477;21476;10;5;3/6/2022;9/6/2022;12/6/2022
OPT024895-62020;312;11934;30;6;30/6/2020;1/7/2020;5/7/2020
OPT024896-122021;529;21595;26;7;21/12/2021;24/12/2021;27/12/2021
OPT024897-92021;477;25335;23;7;17/9/2021;18/9/2021;26/9/2021
OPT024898-42022;579;14225;62;7;7/4/2022;14/4/2022;18/4/2022
OPT024899-92021;483;23861;64;4;28/9/2021;5/10/2021;6/10/2021
OPT024900-62022;541;14692;47;2;22/6/2022;26/6/2022;28/6/2022
OPT024901-122021;535;20106;37;6;10/12/2021;11/12/2021;19/12/2021
OPT024902-42022;217;12348;22;3;23/4/2022;3/5/2022;4/5/2022
OPT024903-62022;529;26790;12;4;1/6/2022;4/6/2022;11/6/2022
OPT024904-72022;530;26553;50;1;25/7/2022;2/8/2022;5/8/2022
OPT024905-62022;490;26213;55;3;24/6/2022;29/6/2022;4/7/2022
OPT024906-72022;562;13630;24;3;13/7/2022;18/7/2022;23/7/2022
OPT024907-12022;605;22402;39;7;6/1/2022;8/1/2022;13/1/2022
OPT024908-22022;540;24512;38;5;22/2/2022;26/2/2022;4/3/2022
OPT024909-92022;222;27383;22;6;3/9/2022;10/9/2022;10/9/2022
OPT024910-92021;222;11238;38;6;2/9/2021;3/9/2021;9/9/2021
OPT024911-72022;536;11833;8;4;9/7/2022;16/7/2022;17/7/2022
OPT024912-62020;342;25918;38;4;6/6/2020;14/6/2020;14/6/2020
OPT024913-12023;313;18273;26;6;6/1/2023;7/1/2023;12/1/2023
OPT024914-52022;361;15918;6;4;6/5/2022;12/5/2022;13/5/2022
OPT024915-102021;386;19724;37;3;10/10/2021;16/10/2021;20/10/2021
OPT024916-22022;478;15863;4;0;7/2/2022;12/2/2022;12/2/2022
OPT024917-12022;477;27356;46;7;16/1/2022;17/1/2022;21/1/2022
OPT024918-82022;222;25042;58;7;1/8/2022;6/8/2022;10/8/2022
OPT024919-32022;231;17565;57;6;10/3/2022;12/3/2022;21/3/2022
OPT024920-12022;540;14193;17;8;2/1/2022;7/1/2022;8/1/2022
OPT024921-92021;225;27821;5;3;24/9/2021;26/9/2021;1/10/2021
OPT024922-42022;353;13959;61;5;2/4/2022;10/4/2022;11/4/2022
OPT024923-42022;482;27113;17;7;21/4/2022;22/4/2022;2/5/2022
OPT024924-112021;357;12193;36;7;8/11/2021;9/11/2021;13/11/2021
OPT024925-22022;477;22025;23;2;17/2/2022;19/2/2022;23/2/2022
OPT024926-122021;485;15838;3;8;9/12/2021;13/12/2021;15/12/2021
OPT024927-52022;231;19235;2;1;25/5/2022;26/5/2022;2/6/2022
OPT024928-122021;538;29379;25;6;5/12/2021;16/12/2021;16/12/2021
OPT024929-92021;529;24989;61;5;15/9/2021;20/9/2021;26/9/2021
OPT024930-92021;541;26584;64;1;10/9/2021;11/9/2021;20/9/2021
OPT024931-42022;478;12732;39;7;3/4/2022;9/4/2022;11/4/2022
OPT024932-22022;214;14427;51;6;7/2/2022;9/2/2022;13/2/2022
OPT024933-42022;222;14600;38;7;21/4/2022;28/4/2022;29/4/2022
OPT024934-102021;217;27787;44;0;7/10/2021;11/10/2021;18/10/2021
OPT024935-22022;477;11397;65;1;16/2/2022;23/2/2022;27/2/2022
OPT024936-22022;488;14434;4;5;14/2/2022;18/2/2022;23/2/2022
OPT024937-62022;478;16141;22;2;10/6/2022;18/6/2022;19/6/2022
OPT024938-72022;604;25309;4;0;6/7/2022;8/7/2022;15/7/2022
OPT024939-102022;310;13841;5;3;31/10/2022;1/11/2022;5/11/2022
OPT024940-102021;530;16314;36;2;20/10/2021;22/10/2021;27/10/2021
OPT024941-52022;225;24625;28;1;15/5/2022;18/5/2022;23/5/2022
OPT024942-22022;477;29203;30;1;14/2/2022;19/2/2022;19/2/2022
OPT024943-112021;480;11598;65;7;3/11/2021;4/11/2021;10/11/2021
OPT024944-32022;477;19884;28;0;5/3/2022;14/3/2022;15/3/2022
OPT024945-52022;477;26189;18;1;12/5/2022;13/5/2022;18/5/2022
OPT024946-32021;377;23410;7;3;4/3/2021;8/3/2021;11/3/2021
OPT024947-112021;485;11725;59;7;11/11/2021;15/11/2021;16/11/2021
OPT024948-112021;541;24136;28;3;12/11/2021;18/11/2021;18/11/2021
OPT024949-122021;225;26853;3;1;18/12/2021;23/12/2021;29/12/2021
OPT024950-32022;467;17934;45;5;31/3/2022;5/4/2022;5/4/2022
OPT024951-62022;578;24284;64;1;18/6/2022;20/6/2022;24/6/2022
OPT024952-72022;361;13974;32;5;12/7/2022;17/7/2022;18/7/2022
OPT024953-102021;480;12864;30;1;7/10/2021;11/10/2021;14/10/2021
OPT024954-52022;529;24948;4;3;4/5/2022;12/5/2022;13/5/2022
OPT024955-62022;529;28815;4;8;29/6/2022;4/7/2022;5/7/2022
OPT024956-12022;477;21900;41;2;12/1/2022;21/1/2022;21/1/2022
OPT024957-122021;477;19363;24;8;26/12/2021;29/12/2021;4/1/2022
OPT024958-12022;583;19599;59;0;29/1/2022;6/2/2022;7/2/2022
OPT024959-32022;463;17667;32;3;27/3/2022;28/3/2022;1/4/2022
OPT024960-42022;214;20740;10;3;22/4/2022;28/4/2022;1/5/2022
OPT024961-102021;536;12055;10;7;3/10/2021;11/10/2021;11/10/2021
OPT024962-12023;346;25974;12;7;29/1/2023;1/2/2023;3/2/2023
OPT024963-22022;537;14297;62;2;7/2/2022;16/2/2022;18/2/2022
OPT024964-52022;479;22649;55;8;1/5/2022;3/5/2022;12/5/2022
OPT024965-92021;484;11453;62;6;3/9/2021;4/9/2021;10/9/2021
OPT024966-122021;528;27496;41;1;9/12/2021;15/12/2021;15/12/2021
OPT024967-122021;539;20009;56;2;17/12/2021;18/12/2021;26/12/2021
OPT024968-102021;485;12754;42;0;31/10/2021;5/11/2021;9/11/2021
OPT024969-42022;528;11661;7;8;18/4/2022;27/4/2022;27/4/2022
OPT024970-32022;479;21211;53;2;28/3/2022;30/3/2022;7/4/2022
OPT024971-72022;604;28133;55;6;11/7/2022;14/7/2022;19/7/2022
OPT024972-32022;604;23326;45;2;30/3/2022;3/4/2022;6/4/2022
OPT024973-12022;225;20759;17;5;30/1/2022;4/2/2022;4/2/2022
OPT024974-62022;530;24075;33;8;1/6/2022;2/6/2022;8/6/2022
OPT024975-32022;225;29118;40;6;17/3/2022;21/3/2022;22/3/2022
OPT024976-122021;536;23282;9;0;11/12/2021;15/12/2021;16/12/2021
OPT024977-102021;214;19496;38;3;31/10/2021;8/11/2021;10/11/2021
OPT024978-42022;222;14264;64;0;14/4/2022;17/4/2022;23/4/2022
OPT024979-112021;361;12676;9;8;11/11/2021;14/11/2021;17/11/2021
OPT024980-22022;355;14451;51;4;20/2/2022;25/2/2022;25/2/2022
OPT024981-22022;478;19801;5;5;24/2/2022;25/2/2022;1/3/2022
OPT024982-32022;471;11300;14;0;8/3/2022;11/3/2022;16/3/2022
OPT024983-12022;537;14426;8;8;26/1/2022;5/2/2022;5/2/2022
OPT024984-22021;339;19320;2;6;18/2/2021;23/2/2021;25/2/2021
OPT024985-102021;477;22917;60;2;13/10/2021;18/10/2021;24/10/2021
OPT024986-52022;467;18201;30;7;27/5/2022;30/5/2022;2/6/2022
OPT024987-52022;477;20914;16;2;24/5/2022;27/5/2022;29/5/2022
OPT024988-12022;214;28785;23;4;31/1/2022;1/2/2022;10/2/2022
OPT024989-72022;530;14787;53;6;10/7/2022;19/7/2022;20/7/2022
OPT024990-32022;528;13965;49;6;24/3/2022;29/3/2022;29/3/2022
OPT024991-52022;528;25824;42;7;13/5/2022;15/5/2022;22/5/2022
OPT024992-82022;536;23467;58;7;29/8/2022;1/9/2022;3/9/2022
OPT024993-12023;312;12333;58;4;27/1/2023;28/1/2023;1/2/2023
OPT024994-72022;214;16188;5;6;9/7/2022;12/7/2022;17/7/2022
OPT024995-32022;225;14566;58;3;18/3/2022;24/3/2022;26/3/2022
OPT024996-52022;465;17066;19;0;12/5/2022;18/5/2022;22/5/2022
OPT024997-72022;528;23877;50;5;10/7/2022;11/7/2022;15/7/2022
OPT024998-102021;222;11837;25;8;2/10/2021;9/10/2021;9/10/2021
OPT024999-82022;463;22634;24;2;3/8/2022;8/8/2022;11/8/2022
OPT025000-92021;478;23277;24;6;16/9/2021;18/9/2021;21/9/2021
OPT025001-32022;487;27379;64;2;17/3/2022;21/3/2022;26/3/2022
OPT025002-22022;479;12473;4;6;9/2/2022;15/2/2022;16/2/2022
OPT025003-102021;477;11353;38;3;1/10/2021;6/10/2021;7/10/2021
OPT025004-102021;487;24771;2;1;12/10/2021;15/10/2021;22/10/2021
OPT025005-102022;310;17056;13;7;31/10/2022;7/11/2022;10/11/2022
OPT025006-92021;480;18053;47;5;23/9/2021;27/9/2021;2/10/2021
OPT025007-52022;477;17032;13;2;24/5/2022;29/5/2022;1/6/2022
OPT025008-92021;477;21442;39;8;23/9/2021;3/10/2021;4/10/2021
OPT025009-22022;484;29160;22;8;18/2/2022;19/2/2022;26/2/2022
OPT025010-22022;217;18347;8;7;27/2/2022;28/2/2022;5/3/2022
OPT025011-112021;539;29241;6;0;7/11/2021;9/11/2021;12/11/2021
OPT025012-42021;339;21036;13;4;28/4/2021;5/5/2021;7/5/2021
OPT025013-32022;217;24911;4;2;12/3/2022;15/3/2022;17/3/2022
OPT025014-72022;217;21291;21;6;30/7/2022;7/8/2022;8/8/2022
OPT025015-62022;487;21450;16;6;9/6/2022;14/6/2022;16/6/2022
OPT025016-62022;478;22979;45;5;17/6/2022;24/6/2022;28/6/2022
OPT025017-62022;485;12418;16;0;17/6/2022;27/6/2022;28/6/2022
OPT025018-12022;225;24190;41;5;27/1/2022;3/2/2022;6/2/2022
OPT025019-122021;357;14118;7;4;10/12/2021;17/12/2021;18/12/2021
OPT025020-112021;538;19587;48;0;24/11/2021;28/11/2021;4/12/2021
OPT025021-122021;528;12149;33;4;11/12/2021;19/12/2021;19/12/2021
OPT025022-62022;222;15266;3;0;26/6/2022;30/6/2022;6/7/2022
OPT025023-52022;214;21729;47;1;7/5/2022;8/5/2022;14/5/2022
OPT025024-22022;530;27311;3;6;27/2/2022;5/3/2022;5/3/2022
OPT025025-82020;373;13210;27;0;11/8/2020;14/8/2020;18/8/2020
OPT025026-82021;528;11295;19;2;21/8/2021;26/8/2021;1/9/2021
OPT025027-42022;489;15500;39;3;6/4/2022;13/4/2022;16/4/2022
OPT025028-112021;222;17709;45;3;2/11/2021;7/11/2021;13/11/2021
OPT025029-82022;312;27604;12;2;18/8/2022;23/8/2022;24/8/2022
OPT025030-42022;490;22385;42;6;22/4/2022;26/4/2022;1/5/2022
OPT025031-52022;589;16407;32;4;27/5/2022;4/6/2022;4/6/2022
OPT025032-32022;585;26623;44;3;19/3/2022;23/3/2022;26/3/2022
OPT025033-52021;331;19427;7;1;10/5/2021;12/5/2021;16/5/2021
OPT025034-72022;478;19855;8;1;2/7/2022;6/7/2022;10/7/2022
OPT025035-12022;217;12672;56;8;25/1/2022;28/1/2022;4/2/2022
OPT025036-102021;463;16746;61;6;10/10/2021;12/10/2021;21/10/2021
OPT025037-72022;489;24364;6;6;7/7/2022;13/7/2022;15/7/2022
OPT025038-22022;477;26606;33;8;5/2/2022;11/2/2022;12/2/2022
OPT025039-102021;465;11899;46;8;15/10/2021;19/10/2021;21/10/2021
OPT025040-82022;480;11186;16;3;18/8/2022;20/8/2022;24/8/2022
OPT025041-12022;225;12541;41;7;25/1/2022;27/1/2022;2/2/2022
OPT025042-22022;541;23761;32;3;1/2/2022;7/2/2022;10/2/2022
OPT025043-62022;529;20935;2;0;22/6/2022;2/7/2022;3/7/2022
OPT025044-72022;480;11507;7;1;20/7/2022;26/7/2022;26/7/2022
OPT025045-112021;529;12465;33;6;9/11/2021;16/11/2021;18/11/2021
OPT025046-122021;485;14878;42;7;1/12/2021;5/12/2021;12/12/2021
OPT025047-72022;584;23895;46;7;18/7/2022;20/7/2022;23/7/2022
OPT025048-32022;561;24383;30;7;26/3/2022;31/3/2022;3/4/2022
OPT025049-82022;482;26147;26;6;2/8/2022;11/8/2022;11/8/2022
OPT025050-32022;489;25819;52;0;25/3/2022;28/3/2022;30/3/2022
OPT025051-62022;480;24228;56;4;22/6/2022;27/6/2022;27/6/2022
OPT025052-32022;481;17507;32;4;13/3/2022;15/3/2022;18/3/2022
OPT025053-12022;529;24026;28;8;20/1/2022;27/1/2022;28/1/2022
OPT025054-112021;605;25760;10;4;13/11/2021;20/11/2021;23/11/2021
OPT025055-72022;480;13125;60;4;31/7/2022;7/8/2022;10/8/2022
OPT025056-42022;480;11208;21;6;28/4/2022;2/5/2022;8/5/2022
OPT025057-42022;480;11262;56;3;11/4/2022;13/4/2022;22/4/2022
OPT025058-82022;480;11218;50;2;15/8/2022;17/8/2022;25/8/2022
OPT025059-112021;359;11964;54;8;5/11/2021;13/11/2021;16/11/2021
OPT025060-52022;528;26046;22;6;15/5/2022;22/5/2022;23/5/2022
OPT025061-32022;530;25889;30;4;30/3/2022;1/4/2022;10/4/2022
OPT025062-32022;217;24265;31;4;2/3/2022;3/3/2022;10/3/2022
OPT025063-102021;580;17635;51;0;28/10/2021;6/11/2021;6/11/2021
OPT025064-62022;477;25928;34;4;15/6/2022;19/6/2022;26/6/2022
OPT025065-62021;352;15040;55;2;2/6/2021;10/6/2021;10/6/2021
OPT025066-62022;480;24769;62;6;3/6/2022;7/6/2022;9/6/2022
OPT025067-112021;485;26044;44;5;30/11/2021;2/12/2021;5/12/2021
OPT025068-72021;387;19288;64;5;9/7/2021;14/7/2021;18/7/2021
OPT025069-12022;538;22116;44;3;7/1/2022;16/1/2022;16/1/2022
OPT025070-42022;480;11249;53;8;26/4/2022;4/5/2022;6/5/2022
OPT025071-32022;225;21530;49;6;20/3/2022;26/3/2022;28/3/2022
OPT025072-122021;476;11698;64;6;5/12/2021;6/12/2021;11/12/2021
OPT025073-112021;386;23540;53;7;29/11/2021;6/12/2021;10/12/2021
OPT025074-22022;485;15908;21;1;21/2/2022;22/2/2022;4/3/2022
OPT025075-22022;480;25898;56;4;16/2/2022;20/2/2022;23/2/2022
OPT025076-112021;378;20302;50;7;3/11/2021;8/11/2021;12/11/2021
OPT025077-12022;214;21244;23;8;14/1/2022;15/1/2022;19/1/2022
OPT025078-112021;539;17741;39;7;4/11/2021;12/11/2021;14/11/2021
OPT025079-42022;225;26718;55;5;20/4/2022;23/4/2022;29/4/2022
OPT025080-62022;598;14022;49;1;16/6/2022;23/6/2022;25/6/2022
OPT025081-92022;536;20947;38;0;5/9/2022;14/9/2022;15/9/2022
OPT025082-72022;228;16530;43;6;12/7/2022;15/7/2022;19/7/2022
OPT025083-12022;237;13456;3;8;9/1/2022;13/1/2022;20/1/2022
OPT025084-12022;477;14296;55;8;7/1/2022;8/1/2022;13/1/2022
OPT025085-22022;361;13977;16;2;2/2/2022;11/2/2022;11/2/2022
OPT025086-72022;382;21100;57;1;22/7/2022;2/8/2022;2/8/2022
OPT025087-102021;535;11651;30;7;14/10/2021;15/10/2021;20/10/2021
OPT025088-72022;357;18395;15;7;17/7/2022;21/7/2022;28/7/2022
OPT025089-12022;572;26941;18;8;29/1/2022;4/2/2022;4/2/2022
OPT025090-22022;237;22583;39;8;22/2/2022;25/2/2022;2/3/2022
OPT025091-92022;485;16721;43;0;2/9/2022;7/9/2022;12/9/2022
OPT025092-72022;561;27542;39;5;9/7/2022;15/7/2022;17/7/2022
OPT025093-52022;478;17203;8;7;2/5/2022;3/5/2022;8/5/2022
OPT025094-102021;483;20694;53;5;11/10/2021;14/10/2021;19/10/2021
OPT025095-72022;361;16607;4;0;18/7/2022;22/7/2022;23/7/2022
OPT025096-12022;530;28360;15;2;11/1/2022;19/1/2022;19/1/2022
OPT025097-62022;606;23484;30;8;21/6/2022;27/6/2022;1/7/2022
OPT025098-32021;358;26815;19;1;13/3/2021;20/3/2021;23/3/2021
OPT025099-72022;479;24233;64;5;11/7/2022;13/7/2022;19/7/2022
OPT025100-12022;538;22591;38;1;2/1/2022;6/1/2022;8/1/2022
OPT025101-72022;580;22635;51;3;21/7/2022;24/7/2022;30/7/2022
OPT025102-72022;485;15427;7;0;23/7/2022;28/7/2022;1/8/2022
OPT025103-122021;467;22500;33;3;25/12/2021;28/12/2021;4/1/2022
OPT025104-62022;477;12970;38;7;2/6/2022;3/6/2022;8/6/2022
OPT025105-52022;484;21562;41;5;25/5/2022;30/5/2022;5/6/2022
OPT025106-112021;225;20014;31;0;7/11/2021;8/11/2021;13/11/2021
OPT025107-62022;490;11645;1;2;21/6/2022;28/6/2022;2/7/2022
OPT025108-52022;530;17840;45;4;3/5/2022;8/5/2022;10/5/2022
OPT025109-32022;225;14518;41;3;13/3/2022;19/3/2022;23/3/2022
OPT025110-62022;225;23664;33;8;4/6/2022;7/6/2022;10/6/2022
OPT025111-72021;356;15785;3;4;11/7/2021;14/7/2021;17/7/2021
OPT025112-122021;606;21379;34;2;31/12/2021;5/1/2022;5/1/2022
OPT025113-62022;222;11879;14;6;13/6/2022;19/6/2022;21/6/2022
OPT025114-22022;477;17902;24;4;14/2/2022;17/2/2022;20/2/2022
OPT025115-52022;582;15436;60;4;4/5/2022;9/5/2022;9/5/2022
OPT025116-32022;214;12769;14;8;21/3/2022;27/3/2022;1/4/2022
OPT025117-12022;231;19191;20;7;18/1/2022;23/1/2022;23/1/2022
OPT025118-32022;217;16386;56;6;25/3/2022;31/3/2022;31/3/2022
OPT025119-22022;528;14574;33;0;2/2/2022;9/2/2022;11/2/2022
OPT025120-82021;491;21349;8;1;23/8/2021;27/8/2021;28/8/2021
OPT025121-92021;528;11113;7;5;21/9/2021;30/9/2021;2/10/2021
OPT025122-112021;562;24804;40;6;15/11/2021;20/11/2021;21/11/2021
OPT025123-82022;234;29418;42;4;2/8/2022;7/8/2022;9/8/2022
OPT025124-102021;363;12620;27;0;25/10/2021;29/10/2021;2/11/2021
OPT025125-32022;580;22437;16;1;31/3/2022;4/4/2022;8/4/2022
OPT025126-92020;375;21000;1;7;5/9/2020;14/9/2020;14/9/2020
OPT025127-122021;530;17204;3;2;20/12/2021;24/12/2021;27/12/2021
OPT025128-12021;371;22573;24;6;1/1/2021;5/1/2021;8/1/2021
OPT025129-42022;606;12398;22;3;28/4/2022;29/4/2022;6/5/2022
OPT025130-72022;475;17332;32;8;23/7/2022;25/7/2022;29/7/2022
OPT025131-102021;575;28309;51;6;2/10/2021;10/10/2021;10/10/2021
OPT025132-102021;478;21445;14;6;10/10/2021;14/10/2021;18/10/2021
OPT025133-42022;222;19489;7;4;9/4/2022;14/4/2022;14/4/2022
OPT025134-112021;478;13197;27;4;17/11/2021;24/11/2021;24/11/2021
OPT025135-82022;237;14069;37;3;4/8/2022;12/8/2022;14/8/2022
OPT025136-12022;382;20092;55;6;5/1/2022;10/1/2022;15/1/2022
OPT025137-42022;477;26293;8;7;7/4/2022;9/4/2022;18/4/2022
OPT025138-42022;214;11237;29;5;12/4/2022;17/4/2022;17/4/2022
OPT025139-12022;528;22759;55;2;28/1/2022;1/2/2022;5/2/2022
OPT025140-22022;463;21816;3;0;10/2/2022;12/2/2022;20/2/2022
OPT025141-52022;234;21667;27;5;13/5/2022;14/5/2022;23/5/2022
OPT025142-32022;217;25114;37;4;28/3/2022;30/3/2022;5/4/2022
OPT025143-52022;479;11431;63;4;11/5/2022;18/5/2022;20/5/2022
OPT025144-12023;334;14647;51;7;29/1/2023;3/2/2023;7/2/2023
OPT025145-82021;529;22430;50;7;9/8/2021;17/8/2021;20/8/2021
OPT025146-32022;225;17892;54;0;9/3/2022;13/3/2022;16/3/2022
OPT025147-82022;530;13762;48;7;16/8/2022;24/8/2022;24/8/2022
OPT025148-122021;467;17050;35;1;24/12/2021;31/12/2021;1/1/2022
OPT025149-62022;479;11974;24;5;10/6/2022;17/6/2022;21/6/2022
OPT025150-22022;225;17252;23;3;9/2/2022;14/2/2022;15/2/2022
OPT025151-32022;537;12005;7;8;29/3/2022;2/4/2022;8/4/2022
OPT025152-82022;384;26568;34;1;4/8/2022;8/8/2022;11/8/2022
OPT025153-12021;385;14272;24;2;18/1/2021;26/1/2021;29/1/2021
OPT025154-62022;477;13409;49;4;2/6/2022;8/6/2022;9/6/2022
OPT025155-122021;564;29310;46;1;27/12/2021;28/12/2021;7/1/2022
